PwnCount,BreachDateDayOfMonth,BreachDateMonth,BreachDateYear,IsVerified,IsSensitive,IsRetired,IsSpamList,IsMalware,Industry,bin,country_id
228102,13,10,2020,1,0,0,0,0,1,1,8
227746,5,2,2014,1,0,0,0,0,6,1,8
226095,11,8,2019,1,0,0,0,0,1,1,0
224119,10,6,2019,1,0,0,0,0,1,1,0
213415,29,12,2018,1,0,0,0,0,5,1,0
205242,11,12,2018,1,0,0,0,0,5,1,0
202683,3,9,2013,1,0,0,0,0,6,1,0
197184,1,8,2016,1,0,0,0,0,6,1,0
191540,25,6,2011,1,0,0,0,0,0,1,32
188847,18,10,2014,1,0,0,0,0,6,1,0
188343,28,6,2015,1,0,0,0,0,6,1,0
188089,22,5,2021,1,0,0,0,0,1,1,0
186082,30,5,2018,1,1,0,0,0,2,1,0
182717,1,1,2017,1,0,0,0,0,1,1,0
181871,21,11,2017,1,0,0,0,0,2,1,0
180468,30,5,2013,1,0,0,0,0,0,1,47
179967,4,1,2013,1,0,0,0,0,2,1,0
179030,1,12,2015,1,1,0,0,0,0,1,0
178201,3,9,2015,1,1,0,0,0,6,1,0
174168,6,5,2022,1,0,0,0,0,2,1,0
173891,27,10,2015,1,0,0,0,0,0,1,38
166046,1,1,2017,1,0,0,0,0,1,1,0
166031,19,8,2020,1,0,0,0,0,0,1,0
161143,26,12,2018,1,0,0,0,0,6,1,0
158093,29,3,2014,1,0,0,0,0,6,1,8
157692,19,6,2019,1,0,0,0,0,0,1,0
149958,6,8,2018,1,0,0,0,0,2,1,0
149830,24,6,2016,1,1,0,0,0,2,1,0
148366,4,1,2014,1,0,0,0,0,0,1,4
144989,21,2,2016,1,0,0,0,0,0,1,0
143717,4,2,2018,1,0,0,0,0,0,1,0
143569,1,4,2016,1,0,0,0,0,2,1,31
140029,14,7,2019,1,0,0,0,0,2,1,44
139401,1,2,2021,1,0,0,0,0,1,1,0
139395,26,2,2015,1,0,0,0,0,1,1,0
134047,21,5,2012,1,0,0,0,0,1,1,0
130705,16,7,2015,1,0,0,0,0,2,1,12
119948,27,10,2016,1,0,0,0,0,2,1,0
117070,19,2,2016,1,0,0,0,0,0,1,26
116465,8,8,2014,1,0,0,0,0,0,1,26
112251,30,4,2022,1,0,0,0,0,1,1,0
112031,17,7,2021,1,0,0,0,0,1,1,0
111623,15,11,2014,1,0,0,0,0,6,1,0
111002,8,4,2021,1,0,0,0,0,1,1,18
110355,1,7,2016,1,0,0,0,0,1,1,0
110156,5,2,2021,1,0,0,0,0,5,1,6
109202,21,12,2017,1,0,0,0,0,5,1,23
108940,16,5,2022,1,0,0,0,0,1,1,17
108887,15,4,2022,1,0,0,0,0,5,1,0
107776,27,4,2015,1,0,0,0,0,1,1,0
107303,9,5,2016,1,1,0,0,0,6,1,0
104977,20,5,2016,1,0,0,0,0,1,1,1
104097,22,7,2014,1,0,0,0,0,0,1,0
101004,29,1,2022,1,0,0,0,0,5,1,20
97151,28,5,2016,1,0,0,0,0,5,1,52
95431,13,6,2019,1,0,0,0,0,6,1,0
94353,8,4,2020,1,0,0,0,0,1,1,10
93992,31,10,2015,1,0,0,0,0,0,1,0
93343,1,11,2019,1,0,0,0,0,6,1,4
90655,23,4,2021,1,0,0,0,0,2,1,0
90478,24,9,2019,1,0,0,0,0,2,1,0
89966,7,2,2022,1,0,0,0,0,1,1,30
89392,13,6,2019,1,0,0,0,0,6,1,0
89388,20,8,2019,1,0,0,0,0,1,1,25
88678,1,7,2015,1,0,0,0,0,0,1,0
87633,1,1,2013,1,0,0,0,0,1,1,0
84011,31,12,2017,1,0,0,0,0,5,1,0
83957,25,2,2016,1,0,0,0,0,5,1,24
83610,11,1,2016,1,0,0,0,0,2,1,0
81830,7,9,2016,1,0,0,0,0,0,1,0
79195,9,9,2022,1,1,0,0,0,1,1,0
75383,21,5,2013,1,1,0,0,0,6,1,0
73944,11,8,2020,1,1,0,0,0,4,1,0
73587,1,1,2016,1,0,0,0,0,2,1,0
72596,11,9,2021,1,0,0,0,0,0,1,0
71407,27,9,2019,1,1,0,0,0,4,1,0
71335,23,2,2022,1,0,0,0,0,1,1,0
71153,23,2,2017,1,0,0,0,0,5,1,22
71081,15,1,2016,1,0,0,0,0,0,1,0
67973,5,12,2017,1,0,0,0,0,0,1,26
66521,26,2,2021,1,1,0,0,0,1,1,0
66479,2,10,2021,1,0,0,0,0,2,1,4
66308,1,4,2018,1,0,0,0,0,5,1,0
63451,4,1,2021,1,0,0,0,0,2,1,53
62261,1,7,2019,1,0,0,0,0,6,1,0
56021,30,11,2013,1,0,0,0,0,1,1,0
55622,22,2,2014,1,0,0,0,0,1,1,19
52623,20,2,2019,1,0,0,0,0,6,1,41
52485,31,3,2018,1,0,0,0,0,1,1,0
50538,19,10,2020,1,0,0,0,0,1,1,34
49681,25,3,2017,1,0,0,0,0,5,1,0
49591,4,10,2021,1,0,0,0,0,4,1,27
48592,18,3,2014,1,0,0,0,0,0,1,0
47297,8,7,2015,1,0,0,0,0,1,1,0
45701,30,12,2017,1,0,0,0,0,0,1,0
45120,28,7,2018,1,0,0,0,0,5,1,0
45018,1,8,2013,1,0,0,0,0,6,1,22
44109,16,8,2018,1,0,0,0,0,1,1,38
43491,20,5,2020,1,0,0,0,0,6,1,27
41960,7,5,2019,1,0,0,0,0,1,1,0
40256,11,2,2015,1,0,0,0,0,1,1,26
38108,4,12,2013,1,0,0,0,0,0,1,0
37784,17,2,2014,1,0,0,0,0,0,1,0
37103,2,6,2011,1,0,0,0,0,0,1,0
36916,1,1,2017,1,0,0,0,0,5,1,8
36789,3,4,2014,1,0,0,0,0,0,1,0
35368,2,5,2014,1,1,0,0,0,0,1,0
34478,12,10,2022,1,0,0,0,0,2,1,0
34235,1,1,2016,1,0,0,0,0,6,1,0
32310,6,7,2015,1,0,0,0,0,0,1,50
30484,25,6,2018,1,0,0,0,0,5,1,0
30433,31,3,2019,1,1,0,0,0,1,1,0
30327,1,7,2015,1,0,0,0,0,5,1,0
28641,21,12,2011,1,1,0,0,0,0,1,8
26815,11,3,2016,1,0,0,0,0,1,1,0
26596,25,4,2014,1,0,0,0,0,0,1,0
23817,8,8,2022,1,1,0,0,0,1,1,9
22477,30,1,2018,1,0,0,0,0,1,1,0
20902,1,2,2014,1,0,0,0,0,1,1,0
20032,6,1,2023,1,0,0,0,0,1,1,0
19863,15,8,2015,1,0,0,0,0,0,1,2
19210,9,9,2013,1,0,0,0,0,6,1,51
17706,20,12,2017,1,0,0,0,0,6,1,0
16919,10,1,2014,1,0,0,0,0,6,1,0
16431,16,12,2016,1,0,0,0,0,5,1,38
16034,24,5,2015,1,0,0,0,0,6,1,8
14609,3,11,2018,1,0,0,0,0,0,1,6
13451,16,1,2015,1,0,0,0,0,0,1,0
12314,21,5,2021,1,1,0,0,0,1,1,0
11788,8,3,2021,1,1,0,0,0,1,1,26
10653,27,9,2019,1,0,0,0,0,1,1,0
10585,12,2,2021,1,0,0,0,0,5,1,0
5788,19,12,2013,1,0,0,0,0,6,1,7
4606,10,9,2019,1,0,0,0,0,5,1,0
3402,2,12,2016,1,0,0,0,0,5,1,0
3204,19,3,2018,1,1,0,0,0,2,1,0
3200,20,2,2014,1,0,0,0,0,0,1,0
2239,12,2,2014,1,0,0,0,0,0,1,3
1508,3,2,2019,1,0,0,0,0,6,1,0
858,4,11,2018,1,0,0,0,0,5,1,0
