0,772904991,7,1,2019,0,0,0,0,0,0
1,763117241,25,2,2019,1,0,0,0,0,1
2,711477622,28,8,2017,1,0,0,1,0,1
3,622161052,16,10,2019,1,0,0,0,0,1
4,593427119,13,10,2016,0,0,0,0,0,0
5,509458528,1,8,2019,1,0,0,0,0,1
6,457962538,16,12,2016,0,0,0,0,0,0
7,393430309,1,1,2017,1,0,0,1,0,1
8,359420698,1,7,2008,1,0,0,0,0,2
9,268765495,29,6,2020,1,0,0,0,0,2
10,234842089,19,10,2015,0,0,0,0,0,3
11,229037936,22,4,2019,1,0,0,0,0,1
12,226883414,4,11,2020,0,0,0,0,0,0
13,211524284,1,1,2021,1,0,0,0,0,1
14,172869660,1,9,2019,1,0,0,0,0,4
15,169746810,16,10,2016,1,1,0,0,0,5
16,164611595,5,5,2012,1,0,0,0,0,0
17,161749950,1,12,2018,1,0,0,0,0,4
18,152445165,4,10,2013,1,0,0,0,0,0
19,143606147,1,2,2018,1,0,0,0,0,4
20,137272116,24,5,2019,1,0,0,0,0,4
21,131577763,1,6,2018,1,0,0,0,0,1
22,125929660,23,7,2018,1,0,0,0,0,1
23,125698496,8,4,2021,1,0,0,0,0,1
24,113990759,3,10,2020,1,0,0,0,0,0
25,112005531,1,6,2013,0,1,0,0,0,1
26,110964206,2,4,2018,0,0,0,0,0,5
27,105059554,18,7,2017,1,0,0,1,0,1
28,100985047,11,8,2013,1,0,0,0,0,4
29,93338602,1,1,2012,1,0,0,0,0,0
30,91991358,26,10,2017,1,0,0,0,0,4
31,91890110,1,12,2016,1,0,0,0,0,0
32,91436280,1,3,2014,1,0,0,0,0,0
33,85176234,20,10,2016,1,0,0,0,0,0
34,80115532,19,2,2018,0,0,0,0,0,0
35,77449341,1,1,2013,1,0,0,0,0,4
36,77159696,28,9,2020,1,0,0,0,0,4
37,71443698,17,4,2020,1,0,0,0,0,2
38,68693853,4,3,2020,1,0,0,0,0,1
39,68648009,1,7,2012,1,0,0,0,0,2
40,66147869,5,10,2018,1,0,0,0,0,1
41,65469298,28,2,2013,1,0,0,0,0,2
42,58843488,8,10,2016,1,0,0,0,0,1
43,52578183,1,1,2011,0,1,0,0,0,1
44,51730831,21,6,2020,0,0,0,0,0,1
45,49467477,22,9,2013,1,0,0,0,0,0
46,49038354,1,11,2012,1,0,0,0,0,4
47,48881308,23,5,2018,1,0,0,0,0,4
48,48580249,14,2,2020,1,0,0,0,0,1
49,44320330,14,11,2018,1,0,0,0,0,1
50,43432346,12,6,2018,1,0,0,1,1,0
51,43423561,11,5,2017,1,0,0,0,0,2
52,41826763,11,9,2018,0,0,0,0,0,0
53,41817893,7,12,2017,1,0,0,0,0,4
54,40960499,9,7,2018,1,0,0,0,0,4
55,40767652,10,3,2011,1,1,0,0,0,0
56,39721127,28,4,2018,1,0,0,0,0,4
57,39086762,1,6,2018,1,0,0,0,0,4
58,37217682,22,3,2012,1,0,0,0,0,0
59,36395491,16,5,2018,1,0,0,0,0,4
60,33698126,1,9,2016,1,0,0,1,0,1
61,32939105,14,4,2015,1,0,0,1,0,1
62,30811934,19,7,2015,1,1,0,0,0,0
63,30741620,7,10,2015,1,0,0,1,0,1
