2,10,2020,1,0,0,0,0,4,1
7,9,2017,1,0,0,0,0,1,1
4,1,2021,1,0,0,0,0,2,1
28,5,2016,1,0,0,0,0,5,1
9,9,2013,1,0,0,0,0,6,1
6,7,2015,1,0,0,0,0,0,1
8,7,2018,1,0,0,0,0,4,1
1,6,2016,1,0,0,0,0,0,1
1,1,2016,1,0,0,0,0,0,1
30,5,2013,1,0,0,0,0,0,1
13,1,2020,1,0,0,0,0,2,1
19,11,2016,1,0,0,1,0,1,1
10,10,2019,1,1,0,0,0,6,1
14,7,2019,1,0,0,0,0,2,1
19,1,2017,1,1,0,0,0,6,1
1,8,2021,1,0,0,0,0,2,1
31,7,2016,1,0,0,0,0,2,1
1,2,2015,1,0,0,0,0,6,1
20,2,2019,1,0,0,0,0,6,1
13,12,2022,1,0,0,0,0,1,1
2,4,2013,1,0,0,0,0,2,1
27,10,2015,1,0,0,0,0,0,1
16,8,2018,1,0,0,0,0,1,1
16,12,2016,1,0,0,0,0,5,1
22,2,2017,1,0,0,0,0,2,1
30,10,2011,1,0,0,0,0,2,1
25,6,2020,1,0,0,0,0,1,1
1,12,2016,1,0,0,0,0,2,1
19,10,2020,1,0,0,0,0,1,1
1,6,2018,1,0,0,0,0,4,1
28,6,2020,1,0,0,0,0,4,1
12,2,2018,1,1,0,0,0,1,1
25,6,2011,1,0,0,0,0,0,1
1,4,2016,1,0,0,0,0,2,1
1,9,2019,1,0,0,0,0,2,1
7,2,2022,1,0,0,0,0,1,1
12,4,2016,1,0,0,0,0,1,1
7,11,2015,1,0,0,0,0,0,1
1,7,2016,1,0,0,0,0,2,1
4,10,2021,1,0,0,0,0,4,1
20,5,2020,1,0,0,0,0,6,1
19,8,2020,1,0,0,0,0,1,1
5,12,2016,1,0,0,0,0,6,1
11,8,2016,1,0,0,0,0,6,1
19,2,2016,1,0,0,0,0,0,1
8,8,2014,1,0,0,0,0,0,1
5,12,2017,1,0,0,0,0,0,1
11,2,2015,1,0,0,0,0,1,1
8,3,2021,1,1,0,0,0,1,1
20,8,2019,1,0,0,0,0,1,1
21,1,2018,1,0,0,0,0,5,1
26,1,2020,1,0,0,0,0,1,1
25,2,2016,1,0,0,0,0,5,1
21,12,2017,1,0,0,0,0,5,1
23,2,2017,1,0,0,0,0,5,1
1,8,2013,1,0,0,0,0,6,1
30,7,2020,1,0,0,0,0,1,1
8,1,2023,1,0,0,0,0,1,1
29,1,2022,1,0,0,0,0,5,1
25,5,2020,1,0,0,0,0,1,1
22,2,2014,1,0,0,0,0,1,1
8,4,2021,1,0,0,0,0,1,1
4,11,2020,0,0,0,0,0,0,2
20,2,2020,1,0,0,0,0,1,1
10,7,2011,0,0,0,0,0,3,1
1,10,2015,1,0,0,0,0,0,1
11,9,2014,1,0,0,0,0,4,1
25,10,2010,1,0,0,0,0,1,1
16,5,2022,1,0,0,0,0,1,1
1,3,2014,1,0,0,0,0,0,1
1,1,2017,1,0,0,0,0,1,1
1,6,2018,1,0,0,0,0,4,1
1,12,2018,1,0,0,0,0,5,1
2,6,2013,1,0,0,0,0,2,1
3,11,2021,1,0,0,0,0,1,1
6,1,2020,1,1,0,0,0,4,1
4,1,2020,1,0,0,0,0,2,1
1,6,2011,1,0,0,0,0,2,1
9,1,2014,1,0,0,0,0,0,1
1,12,2022,1,0,0,0,0,1,1
7,9,2014,1,0,0,0,0,0,1
1,9,2014,1,0,0,0,0,2,1
16,2,2014,1,0,0,0,0,2,1
6,9,2016,1,0,0,0,0,1,1
28,12,2021,1,1,0,0,0,6,1
3,8,2017,1,0,0,0,0,2,1
28,10,2019,1,0,0,0,0,1,1
21,10,2015,1,1,0,0,0,1,1
16,7,2015,1,0,0,0,0,2,1
1,1,2017,1,0,0,0,0,2,1
8,4,2020,1,0,0,0,0,1,1
7,8,2016,1,0,0,0,0,1,1
8,8,2022,1,1,0,0,0,1,1
7,1,2019,0,0,0,0,0,0,5
28,8,2017,1,0,0,1,0,1,5
16,10,2019,1,0,0,0,0,1,5
13,10,2016,0,0,0,0,0,0,4
16,12,2016,0,0,0,0,0,0,3
18,7,2017,1,0,0,1,0,1,1
17,4,2020,1,0,0,0,0,2,1
1,7,2012,1,0,0,0,0,2,1
1,1,2011,0,1,0,0,0,1,1
14,11,2018,1,0,0,0,0,1,1
11,5,2017,1,0,0,0,0,2,1
13,12,2018,1,0,0,0,0,4,1
17,9,2020,1,0,0,0,0,4,1
26,1,2021,0,0,0,0,0,1,1
1,4,2020,1,0,0,0,0,1,1
25,8,2021,1,0,0,0,0,2,1
22,6,2020,1,0,0,0,0,1,1
6,5,2020,1,0,0,0,0,4,1
1,7,2015,1,0,0,0,0,6,1
1,1,2018,1,0,0,0,0,1,1
1,9,2014,1,0,0,0,0,1,1
1,4,2018,1,0,0,0,0,4,1
18,2,2015,1,0,0,0,0,1,1
1,11,2015,1,0,0,0,0,2,1
1,7,2016,1,0,0,0,0,6,1
5,10,2020,1,0,0,0,0,1,1
15,12,2016,1,0,0,0,0,0,1
14,1,2016,1,0,0,0,0,6,1
13,10,2020,1,0,0,0,0,1,1
5,2,2014,1,0,0,0,0,6,1
29,3,2014,1,0,0,0,0,6,1
1,1,2017,1,0,0,0,0,5,1
21,12,2011,1,1,0,0,0,0,1
24,5,2015,1,0,0,0,0,6,1
17,12,2012,1,0,0,0,0,0,1
4,11,2015,1,0,0,0,0,0,1
4,9,2016,1,0,0,0,0,2,1
21,12,2020,1,0,0,0,0,4,1
29,1,2021,1,0,0,0,0,2,1
1,12,2015,1,0,0,0,0,0,1
14,1,2023,1,0,0,0,0,1,1
19,12,2013,1,0,0,0,0,6,1
16,7,2019,1,0,0,0,0,4,1
1,1,2010,1,0,0,0,0,0,1
5,2,2021,1,0,0,0,0,5,1
3,11,2018,1,0,0,0,0,0,1
15,11,2022,1,0,0,0,0,2,1
4,1,2014,1,0,0,0,0,0,1
1,11,2019,1,0,0,0,0,6,1
2,10,2021,1,0,0,0,0,2,1
25,2,2019,1,0,0,0,0,1,5
23,7,2018,1,0,0,0,0,1,1
23,5,2018,1,0,0,0,0,4,1
1,1,2012,0,0,0,0,0,3,1
5,11,2021,1,1,0,0,0,2,1
27,1,2020,1,0,0,0,0,1,1
14,3,2017,1,0,0,0,0,1,1
27,3,2022,1,0,0,0,0,1,1
12,2,2014,1,0,0,0,0,0,1
7,6,2018,1,0,0,0,0,0,1
15,8,2015,1,0,0,0,0,0,1
17,12,2019,1,0,0,0,0,5,1
27,12,2015,1,0,0,0,0,2,1
2,7,2015,1,0,0,0,0,6,1
20,5,2016,1,0,0,0,0,1,1
1,8,2019,1,0,0,0,0,1,4
1,1,2017,1,0,0,1,0,1,3
1,7,2008,1,0,0,0,0,2,3
29,6,2020,1,0,0,0,0,2,2
19,10,2015,0,0,0,0,0,3,2
22,4,2019,1,0,0,0,0,1,2
1,1,2021,1,0,0,0,0,1,2
1,9,2019,1,0,0,0,0,4,2
16,10,2016,1,1,0,0,0,5,2
5,5,2012,1,0,0,0,0,0,2
1,12,2018,1,0,0,0,0,4,2
4,10,2013,1,0,0,0,0,0,1
1,2,2018,1,0,0,0,0,4,1
24,5,2019,1,0,0,0,0,4,1
1,6,2018,1,0,0,0,0,1,1
8,4,2021,1,0,0,0,0,1,1
3,10,2020,1,0,0,0,0,0,1
1,6,2013,0,1,0,0,0,1,1
2,4,2018,0,0,0,0,0,5,1
11,8,2013,1,0,0,0,0,4,1
1,1,2012,1,0,0,0,0,0,1
26,10,2017,1,0,0,0,0,4,1
1,12,2016,1,0,0,0,0,0,1
20,10,2016,1,0,0,0,0,0,1
19,2,2018,0,0,0,0,0,0,1
1,1,2013,1,0,0,0,0,4,1
28,9,2020,1,0,0,0,0,4,1
4,3,2020,1,0,0,0,0,1,1
5,10,2018,1,0,0,0,0,1,1
28,2,2013,1,0,0,0,0,2,1
8,10,2016,1,0,0,0,0,1,1
21,6,2020,0,0,0,0,0,1,1
22,9,2013,1,0,0,0,0,0,1
1,11,2012,1,0,0,0,0,4,1
14,2,2020,1,0,0,0,0,1,1
12,6,2018,1,0,0,1,1,0,1
11,9,2018,0,0,0,0,0,0,1
7,12,2017,1,0,0,0,0,4,1
9,7,2018,1,0,0,0,0,4,1
10,3,2011,1,1,0,0,0,0,1
28,4,2018,1,0,0,0,0,4,1
22,3,2012,1,0,0,0,0,0,1
16,5,2018,1,0,0,0,0,4,1
1,9,2016,1,0,0,1,0,1,1
14,4,2015,1,0,0,1,0,1,1
19,7,2015,1,1,0,0,0,0,1
7,10,2015,1,0,0,1,0,1,1
26,12,2011,1,0,0,0,0,0,1
7,8,2018,1,0,0,0,0,4,1
18,3,2019,1,0,0,0,0,4,1
1,8,2017,1,0,0,0,0,2,1
29,2,2016,1,1,0,0,0,0,1
5,5,2013,1,0,0,0,0,1,1
1,6,2011,1,0,0,0,0,0,1
31,5,2018,1,0,0,0,0,1,1
19,5,2015,1,0,0,0,0,4,1
25,7,2019,1,0,0,0,0,1,1
14,10,2020,1,0,0,0,0,1,1
29,9,2016,0,1,0,0,0,1,1
12,1,2020,1,1,0,0,0,1,1
20,2,2019,1,0,0,0,0,4,1
13,5,2022,1,0,0,0,0,1,1
24,3,2021,1,0,0,0,0,1,1
10,10,2016,0,0,0,0,0,3,1
10,7,2018,1,0,0,0,0,4,1
1,5,2019,0,0,0,0,0,3,1
1,11,2015,1,0,0,0,0,6,1
21,5,2022,1,0,0,0,0,1,1
21,3,2021,1,0,0,0,0,1,1
14,3,2019,1,0,0,0,0,4,1
5,12,2017,1,0,0,0,0,1,1
